entity:flowcell_id	Incremental_tarballs	RunInfo	SampleSheet
201112_M04004_0509_000000000-DB53C	["gs://fc-d557463b-6592-4f3c-af26-f4d758536b62/201112_M04004_0509_000000000-DB53C/run.201112_M04004_0509_000000000-DB53C.lane.all_000.tar.gz","gs://fc-d557463b-6592-4f3c-af26-f4d758536b62/201112_M04004_0509_000000000-DB53C/run.201112_M04004_0509_000000000-DB53C.lane.all_001.tar.gz"]	gs://fc-d557463b-6592-4f3c-af26-f4d758536b62/201112_M04004_0509_000000000-DB53C/RunInfo.xml	gs://fc-d557463b-6592-4f3c-af26-f4d758536b62/201112_M04004_0509_000000000-DB53C/SampleSheet.csv
